Book|Page|Subject|Predicate|Object
A Storm Of Swords|723|Varyion|climbed|ladder
A Storm Of Swords|724|Tyrion|walked upright|short
A Storm Of Swords|724|Tyrion|climbed|ladder
A Storm Of Swords|724|Tyrion|had to crawl|hands and knees
A Storm Of Swords|724|Tyrion|heard voices|muffled
A Storm Of Swords|724|Tyrion|fumbled|iron hook
A Storm Of Swords|724|Tyrion|pulled down|rumble
A Storm Of Swords|724|Tyrion|edged past|cinders crunching
A Storm Of Swords|724|Tyrion|stood|bedchamber
A Storm Of Swords|724|Tyrion|pulled|draperies
A Storm Of Swords|724|Lum|joked|Imp's whore
A Storm Of Swords|724|Lum|won|haggling
A Storm Of Swords|724|Lester|promised|new boots
A Storm Of Swords|724|woman|smiled|sleepy
A Storm Of Swords|724|woman|cried|tears
A Storm Of Swords|724|woman|sat up|blanket slid down
A Storm Of Swords|725|Tyrion|plays|mandolin
A Storm Of Swords|725|Tyrion|clumsily holds|a poleaxe
A Storm Of Swords|725|Tyrion|is carrying|a crossbow
A Storm Of Swords|725|Tyrion|is listening to|Lord Tywin
A Storm Of Swords|725|Tywin|has been imprisoned in|the privy tower
A Storm Of Swords|727|Stannis|keeps the black brothers on their knees for|an extraordinarily long time
A Storm Of Swords|728|Slynt|is a|Lord Janos
A Storm Of Swords|728|Janos|was the commander of|gold
A Storm Of Swords|728|Janos|said|Two men who were prepared to come forward died suddenly on their rounds
A Storm Of Swords|729|Bowen Marsh|gave|Melisandre an uncertain look
A Storm Of Swords|729|Othell Yarwyck|exchanged a doubtful look with|Bowen Marsh
A Storm Of Swords|730|Samwell Tarly|slew Lord Cafferen with|Valyrian sword
A Storm Of Swords|731|Maester Aemon|has|a wondrous blade
A Storm Of Swords|731|Aemon|sees|Lightbringer
A Storm Of Swords|731|Lightbringer|emits|heat
A Storm Of Swords|732|Pyke|is the commander of|Eastwatch
A Storm Of Swords|732|Pyke|is in|Shieldhall
A Storm Of Swords|732|Pyke|is a|scarier of the two commanders
A Storm Of Swords|732|Samwell Tarlye|finds|Pyke
A Storm Of Swords|733|Pyke|is commander|Night's Watch
A Storm Of Swords|733|Samwell Tarly|comes from|Maester Aemon
A Storm Of Swords|734|Samwell|chose a Lord Commander|Donal Noye
A Storm Of Swords|734|Cotter Pyke|means to name|Ser Denys Mallister
A Storm Of Swords|736|Jon|comes away from sessions|stiff and sore
A Storm Of Swords|736|Jon|always comes away from sessions|covered with bruises
A Storm Of Swords|736|Jon|is in|Eastwatch
A Storm Of Swords|736|Jon|gives as good as he gets|most days
A Storm Of Swords|736|Emmett|is the pride of|Eastwatch
A Storm Of Swords|736|Emmett|is mercilessly hammering|Jon
A Storm Of Swords|736|Stannis Baratheon|offers|Jon
A Storm Of Swords|737|Jon Snow|is the bastard-born|Lord of Winterfell
A Storm Of Swords|738|Jon Snow|is in|Wall
A Storm Of Swords|738|Othello|was not a man of strong convictions|except when it  came to wood and stone and mortar. The Old Bear had known that.
A Storm Of Swords|739|Ghost|is larger than|common wolves
A Storm Of Swords|739|Jon Snow|is hungry|Ghost
A Storm Of Swords|739|Jon Snow|saw|Val standing in her tower window
A Storm Of Swords|739|Jon Snow|saw|king's men with torches and long spears in the practice yard
A Storm Of Swords|739|Jon Snow|came upon|dozen king's men with torches and long spears in the practice yard
A Storm Of Swords|739|Jon Snow|heard|raised voices and curses
A Storm Of Swords|739|Jon Snow|stepped into|vault
A Storm Of Swords|740|Pyp|was the first to see|Jon
A Storm Of Swords|740|Jon|walked toward|tables
A Storm Of Swords|741|Slynt|is a|man
A Storm Of Swords|741|Janos Slynt|sits down heavily|makes a thump
A Storm Of Swords|741|Mormont's bird|landed on|Jon's shoulder
A Storm Of Swords|743|Sansa|is a|bastard girl
A Storm Of Swords|743|Sansa|dreamed of|home
A Storm Of Swords|743|Eyrie|is no|home
A Storm Of Swords|743|Marillion|often seems to be singing directly at|her
A Storm Of Swords|743|Lysa|doted on|Marillion
A Storm Of Swords|744|Sansa Stark|is dressed in|linen shift
A Storm Of Swords|744|Sansa Stark|closed her eyes|when Sansa opened her eyes again
A Storm Of Swords|745|Sansa Stark|is the owner of|Winterfell
A Storm Of Swords|745|Sansa Stark|made|towers
A Storm Of Swords|745|Sansa Stark|made|keeps
A Storm Of Swords|745|Sansa Stark|built|walls
A Storm Of Swords|745|Sansa Stark|created|turrets
A Storm Of Swords|745|Sansa Stark|created|stairs
A Storm Of Swords|745|Sansa Stark|created|armory
A Storm Of Swords|745|Sansa Stark|created|stables
A Storm Of Swords|746|Sansa|is building|a castle
A Storm Of Swords|746|Sansa|thought|I am stronger within the walls of Winterfell
A Storm Of Swords|746|Sansa|asked|What other thing?
A Storm Of Swords|746|Littlefinger|said|I told you that nothing could please me more tha
A Storm Of Swords|747|Sansa|tried to step back|but he pulled her into his arms
A Storm Of Swords|749|Lady Lysa|has made herself|her favorite
A Storm Of Swords|749|Lady Lysa|has opened the|High Hall
A Storm Of Swords|749|Marillion|is unfailingly courteous in|Lady Lysa's presence
A Storm Of Swords|749|Two guards|have spears in|hand
A Storm Of Swords|749|Sansa|felt a prickle of|unease
A Storm Of Swords|750|Sansa|kissed|Robert
A Storm Of Swords|750|Sansa|built a|snow castle
A Storm Of Swords|750|Lady Lysa|said that|Sansa has no honor
A Storm Of Swords|751|Sansa|enticed|Petyr
A Storm Of Swords|752|Heynonn y|hey- nonny|hey -nonny- hey.
A Storm Of Swords|753|Sansa|was kissing|Lysa
A Storm Of Swords|753|Sansa|begged|to speak
A Storm Of Swords|753|Lysa|grabbed|Sansa’s hair
A Storm Of Swords|753|Lysa|taught|Sansa a lesson
A Storm Of Swords|753|Lysa|gave|her maiden’s gift
A Storm Of Swords|753|Lysa|drank|moon tea
A Storm Of Swords|753|Lysa|didn’t give|Sansa gratitude
A Storm Of Swords|753|Lysa|didn’t give|Sansa decency
A Storm Of Swords|753|Lysa|didn’t give|Sansa permission to kiss
A Storm Of Swords|753|Petyr Baelish|saw|Sansa understand
A Storm Of Swords|754|Lysa Arryn|loves|Littlefinger
A Storm Of Swords|754|Lysa Arryn|is a|jealous wife
A Storm Of Swords|754|Lysa Arryn|smiles|tremulously
A Storm Of Swords|754|Lysa Arryn|stumbles|backward
A Storm Of Swords|754|Lysa Arryn|stumbles|backward)<
A Storm Of Swords|754|Sansa Stark|crawls|hands and knees
A Storm Of Swords|754|Sansa Stark|hugs|pillar tightly
A Storm Of Swords|755|Merrett|hates|woods
A Storm Of Swords|755|Merrett|bloody|outlaws
A Storm Of Swords|755|Merrett|lost|harvests
A Storm Of Swords|755|Merrett|had|bad winter
A Storm Of Swords|755|Merrett|drank|wine
A Storm Of Swords|755|Merrett|shrew|wife
A Storm Of Swords|755|Merrett|despises|father
A Storm Of Swords|755|Merrett|worthless|children
A Storm Of Swords|755|Merrett|curses|outlaw
A Storm Of Swords|755|Merrett|Petyr|home
A Storm Of Swords|755|Merrett|ruined|castle
A Storm Of Swords|755|Merrett|climb|Oldstones
A Storm Of Swords|755|Merrett|sunset|ruins
A Storm Of Swords|756|Lord Walder|is soon turning|two -and-ninety
A Storm Of Swords|757|Merrett|is a|big man
A Storm Of Swords|757|Merrett|grew up as|squire
A Storm Of Swords|757|Merrett|grew soft and fleshy in|last ten years
A Storm Of Swords|758|Merrett|failed at|task
A Storm Of Swords|760|Merrett|has a|water skin
A Storm Of Swords|760|Merrett|handed over the|bridle
A Storm Of Swords|760|Man in the yellow cloak|said|“It’s this way. Follow me. “
A Storm Of Swords|760|Singer|said|“We’ll see that it ’s put to good use. “
A Storm Of Swords|761|Merrett|is a|Frey
A Storm Of Swords|761|Merrett|is worth|good ransom
A Storm Of Swords|761|Yellow cloak|is a|singer
A Storm Of Swords|761|Outlaws|said|he answers to
A Storm Of Swords|762|Merrett|answered question|way you said
A Storm Of Swords|763|Merrett Frey|has an action of pleading|but
A Storm Of Swords|763|Merrett Frey|is hanged by|the rope
A Storm Of Swords|763|the noose|does not allow him to continue with this action|chokes off his words.
A Storm Of Swords|764|Joffrey Baratheon|is a|boy
A Storm Of Swords|764|Joffrey Baratheon|is the eldest son of|King Robert I Baratheon
A Storm Of Swords|764|Joffrey Baratheon|is in|House Lannister
A Storm Of Swords|764|Joffrey Baratheon|Queen|Regent and Protector of the Realm
A Storm Of Swords|764|Queen Cersei|is in|House Lannister
A Storm Of Swords|764|Queen Cersei|is a|woman
A Storm Of Swords|764|Ser Osfryd Kettleblack|is a|sword
A Storm Of Swords|764|Queen Cersei’s swords|are in|House Lannister
A Storm Of Swords|764|Queen Cersei’s swords|are a|sword
A Storm Of Swords|765|Lord Petyr Baelish|called Littlefinger|master of coin
A Storm Of Swords|765|Ser Illyn Payne|the King’s Justice|a headsman
A Storm Of Swords|765|Dontos Hollard|a fool and a drunkard|formerly a knight called Ser Dontos the Red
A Storm Of Swords|765|Alabhar Xho|Prince of the Red Flower Vale|an exile from the Summer Isles
A Storm Of Swords|766|HAMISH THE HARPER|is a|singer
A Storm Of Swords|766|COLLIO QUAYNIS|is a|singer
A Storm Of Swords|766|BETHANY FAIR -FINGERS|is a|singer
A Storm Of Swords|766|ALARIC OF EYSEN|is a|singer
A Storm Of Swords|766|GALYEON OF CUY|is a|singer
A Storm Of Swords|766|SYMON SILVER TONGUE|is a|singer
A Storm Of Swords|767|Robb Stark|is a|King in the North
A Storm Of Swords|767|Robb Stark|is the King of|Trident
A Storm Of Swords|767|Robb Stark|is the eldest son of|Eddard Stark
A Storm Of Swords|770|Stannis Baratheon|is|First of His Name
A Storm Of Swords|770|Stannis Baratheon|is|Lord of Dragonstone
A Storm Of Swords|770|Stannis Baratheon|is married to|Queen Selyse of House Florent
A Storm Of Swords|770|Stannis Baratheon|has a daughter|Princess Shireen
A Storm Of Swords|770|Stannis Baratheon|has a squire|Patchface
A Storm Of Swords|772|DAENERYS TARGARYEN|is a|Khaleesi of the Dothraki
A Storm Of Swords|772|DAENERYS TARGARYEN|is called|DAENERYS STORMBORN
A Storm Of Swords|772|DAENERYS TARGARYEN|sole surviving heir of|Aerys II Targaryen
A Storm Of Swords|772|DAENERYS TARGARYEN|widow of|Khal Drogo of the Dothraki
A Storm Of Swords|772|DAENERYS TARGARYEN|is the number 1 producer of|gold
A Storm Of Swords|773|PRENDAHL NA GHEZN|is a|Ghiscari sellsword
A Storm Of Swords|773|SALLOR THE BALD|is a|Qartheen sellsword
A Storm Of Swords|773|OZNAK ZO PAHL|is a hero of|Meereen
A Storm Of Swords|773|OZNAK ZO PAHL|is an ally with|Daenerys Targaryen
A Storm Of Swords|774|Balon Greyjoy|has a household on Pyke: (NIKESTER WENDAMYR)|(HELYA)
A Storm Of Swords|776|Rhaegar|met Robert|on the Trident
A Storm Of Swords|776|(Stevron|their eldest son|died after the Battle of Oxcross)
A Storm Of Swords|777|Rhaegar|has a son|Jonos
A Storm Of Swords|777|Rhaegar|has a daughter|Walda
A Storm Of Swords|777|Emmon|has a son|Walder
A Storm Of Swords|777|Aenys|has a son|Rhaegar
A Storm Of Swords|777|Perriane Haigh|has a son|Harys Haigh
A Storm Of Swords|777|Perriane Haigh|has a son|Donnel Haigh
A Storm Of Swords|777|Harys Haigh|has a son|Walder Haigh
A Storm Of Swords|777|Jared|has a daughter|Kyra Goodbrook
A Storm Of Swords|777|Kyra Goodbrook|has a son|Walder Goodbrook
A Storm Of Swords|777|Tytos|has a daughter|Zia
A Storm Of Swords|777|Elyana Vypren|has a son|Rickard Vypylde
A Storm Of Swords|778|Tywin Lannister|is the father of|Joffrey Baratheon
A Storm Of Swords|778|Tywin Lannister|is the father of|Cersei Lannister
A Storm Of Swords|778|Tywin Lannister|is the grandfather of|Jaime Lannister
A Storm Of Swords|778|Tywin Lannister|is the grandfather of|Jon Snow
A Storm Of Swords|778|Tywin Lannister|is the grandfather of|Sansa Stark
A Storm Of Swords|778|Tywin Lannister|is the grandfather of|Bran Stark
A Storm Of Swords|778|Tywin Lannister|is the grandfather of|Rickard Stark
A Storm Of Swords|780|Doran Nymeros Martell|Lord of|Sunspear)
A Storm Of Swords|780|Doran Nymeros Martell|Prince of|Dorne)
A Storm Of Swords|780|Mellario|wife of|Doran Nymeros Martell
A Storm Of Swords|781|Tully|is Lord of|Riverrun
A Storm Of Swords|781|Tully|was one of the first of the river lords to swear fealty to|Aegon the Conqueror
A Storm Of Swords|784|LYONEL|is a|son
A Storm Of Swords|784|LUCAS|is a|son
A Storm Of Swords|784|LORENT|is a|son
A Storm Of Swords|784|MAESTER LOMYS|is a|counselor
A Storm Of Swords|784|IGON VYRWEL|is a|captain of the guard
A Storm Of Swords|784|SER VORTIMER CRANE|is a|master -at-arms
A Storm Of Swords|784|BUTTERBUMPS|is a|fool and jester
A Storm Of Swords|784|RANDYLL TARLY|is a|Lord of Horn Hill
A Storm Of Swords|784|PAXTER REDWYNE|is a|Lord of the Arbor
A Storm Of Swords|784|ARWYN OAKHEART|is a|Lady of Old Oak
A Storm Of Swords|784|MATATHIS ROWAN|is a|Lord of Goldengrove
A Storm Of Swords|784|ALESTER FLORENT|is a|Lord of Brightwater Keep
A Storm Of Swords|784|LEYTON HIGHTOWER|is a|Voice of Oldtown
A Storm Of Swords|784|ORTON MERRYWEATHER|is a|Lord of Longtable
A Storm Of Swords|786|THOROS OF MYR|a red priest|
A Storm Of Swords|786|GREENBEARD|a Tyroshi sellsword|
A Storm Of Swords|786|ANGUY THE ARCHER|a bowman from the Dornish Marches|
A Storm Of Swords|786|THE MAD HUNTSMAN|of Stoney Sept|
A Storm Of Swords|787|Dalla|is a|pregnant wife of
A Storm Of Swords|787|Val|is a|younger sister of
A Storm Of Swords|787|Harma|is a|chiefs and captains of
A Storm Of Swords|787|Lord of Bones|is a|leader of a war band
A Storm Of Swords|787|Ygritte|is a|member of his band
A Storm Of Swords|787|Ryk|is a|member of his band
A Storm Of Swords|787|Ragwyle|is a|members of his band
A Storm Of Swords|787|Jon Snow|is a|captive
A Storm Of Swords|787|Ghost|is a|direwolf
A Storm Of Swords|787|Jarl|is a|young raider
A Feast For Crows|10|Leo Tyrell|is the son of|Ser Moryn Tyrell
A Feast For Crows|10|Leo Tyrell|is named|Tyrell
A Feast For Crows|10|Leo Tyrell|has a cousin|Mace Tyrell
A Feast For Crows|11|Oldtown|is a|daub-and-wattle city
A Feast For Crows|11|Oldtown|has streets that are|cobbled
A Feast For Crows|11|Oldtown|is built in|stone
A Feast For Crows|11|Oldtown|is never more beautiful than at|break of day
A Feast For Crows|11|Oldtown|is located between the Blackwater and|Whispering Sound
A Feast For Crows|11|Oldtown|is a place where people can tell the time of day by|where shadow falls
A Feast For Crows|11|Oldtown|has a alchemist named|the alchemist
A Feast For Crows|11|Hightower|rises on|Battle Island
A Feast For Crows|11|Butcher's cart|has piglets in the back|squealing in distress
A Feast For Crows|11|There will be no seat at a lord's high table|for|Pate
A Feast For Crows|11|Pate's days|will be spent listening to ravens quork and scrubbing shit stains off|Archmaester Walgrave's smallclothes
A Feast For Crows|12|Alchemist|is a|thief
A Feast For Crows|12|Alchemist|possesses a|dragon
A Feast For Crows|14|Emmond|was drowned in|water
A Feast For Crows|15|boy|eyes blinked open|full of fear
A Feast For Crows|16|Balon Greyjoy|is the king of|Westeros
A Feast For Crows|17|Aeron Greyjoy|is the fourth brother of|Balon Greyjoy
A Feast For Crows|17|Balon Greyjoy|is the eldest and boldest brother of|Aeron Greyjoy
A Feast For Crows|18|Aeron Damphair|is the Crow’s Eye of|Euron
A Feast For Crows|18|Gorold Goodbrother|is the father of|Aeron Damphair
A Feast For Crows|18|Gorold Goodbrother|is a man from|the Ironborn
A Feast For Crows|18|Gorold Goodbrother|spoke with|Balon
A Feast For Crows|18|Goodbrother|has no love of|maesters
A Feast For Crows|18|Murenmure|stays in|the hall
A Feast For Crows|20|Urri|has the number|1 hand
A Feast For Crows|20|Urri|has the finger|missing
A Feast For Crows|20|Urri|took a|fever
A Feast For Crows|20|Lord Quellon|is a|state
A Feast For Crows|20|Lord Balon|came back|with his brother Euron and Victarion
A Feast For Crows|20|maester|died|raving
A Feast For Crows|20|Aeron Greyjoy|plays|pipes
A Feast For Crows|21|Aeron Damphair|is a|priest
A Feast For Crows|21|Aeron Damphair|rides to|Hammerhorn
A Feast For Crows|22|Balon Greyjoy|feasts beneath|waves
A Feast For Crows|22|Aeron Damphair|raised his hands to|sky
A Feast For Crows|22|Aeron Damphair|said that|dead may never die but rises again harder and stronger
A Feast For Crows|22|Merlyn|told him|kneel that I might bless you
A Feast For Crows|23|Aeron Damphair|is a|priest
A Feast For Crows|23|Aeron Damphair|plays|mandolin
A Feast For Crows|24|Obara Sand|is a|Sand Snake
A Feast For Crows|24|Obara Sand|is chasing after something she can never catch|the prince told his daughter once
A Feast For Crows|24|Aren Hotah|swung his longaxe|sideways to block the way
A Feast For Crows|25|Obara Sand|reminds|Captain of Guards
A Feast For Crows|25|Doran Martell|was slain in single combat during a trial by battle|Doran Martell
A Feast For Crows|27|Obara|edged closer to|the prince
A Feast For Crows|27|Baratheon|swore that he would do it one more time|else I would never have let him go.
A Feast For Crows|28|Cal eotte|is a|captain of guards
A Feast For Crows|32|Tower|is tall|a hundred -and-a-half feet
A Feast For Crows|32|Tower|is crowned with|gilded steel
A Feast For Crows|32|Sunspear|is surrounded by|sea
A Feast For Crows|34|Tyene|believes that|the poison used by her father to kill Oberyn Martell is slow and agonizing
A Feast For Crows|36|Tyene|is the daughter of|Doran Martell
A Feast For Crows|36|Doran Martell|has daughters named|Tyene
A Feast For Crows|36|Ellaria|has daughters named|Sarella
A Feast For Crows|37|Cersei|dreamt she sat|Iron Throne
A Feast For Crows|37|Cersei|was naked|blood ran down her legs
A Feast For Crows|38|Cersei|is afraid of|Jaime Lannister
A Feast For Crows|40|Lord Tywin Lannister|naked below the waist|with a quarrel in his groin
A Feast For Crows|40|Lord Tywin Lannister|must be dressed as befits his stature|in ermine and cloth-of-gold and crimson silk
A Feast For Crows|41|Qyburn|has|chain
A Feast For Crows|41|Qyburn|saves|arm
A Feast For Crows|41|Qyburn|saves|life
A Feast For Crows|41|Cersei|wants to deal with|girl
A Feast For Crows|42|Shae|followed|them
A Feast For Crows|42|Jaime|hugged|Cersei
A Feast For Crows|42|Cersei|slapped|Jaime
A Feast For Crows|43|Pycelle|is a|doddering lic kspittle
A Feast For Crows|43|Jaime|lost his courage with his|sword hand
A Feast For Crows|43|Mace Tyrell|claims his daughter|is still virgin
A Feast For Crows|44|Blount|is a|gaoler
A Feast For Crows|44|Blount|missed|Rugen
A Feast For Crows|44|Rugen|name was|Gaoler
A Feast For Crows|45|Brienne|is looking for|a maid of three-and-ten
A Feast For Crows|45|Brienne|is going to|Duskendale
A Feast For Crows|45|Brienne|is looking for|Sansa Stark
A Feast For Crows|45|Unnamed Person|was seen by|Unnamed Person
A Feast For Crows|45|Unnamed Person|was seen on|a rainy day
A Feast For Crows|46|Brienne|has|trousers
A Feast For Crows|46|Brienne|carries|armor
A Feast For Crows|46|older|is a|hedge knight
A Feast For Crows|46|younger|is a|hedge knight
A Feast For Crows|46|yellow|is the color of|dirty straw
A Feast For Crows|46|long and thin|hair flows about|shoulders
A Feast For Crows|47|Brienne|has blue eyes|and auburn hair
A Feast For Crows|48|Renly Baratheon|was more than a king to|Brienne
A Feast For Crows|48|Renly Baratheon|showed her every courtesy|as if she were a proper maid
A Feast For Crows|49|Brienne|spread a blanket on the ground|curled up to close her eyes
A Feast For Crows|49|Brienne|had never slept easily in the presence of men|before
A Feast For Crows|49|Brienne|wondered whether Sansa Stark was cold as well|wherever she might be
A Feast For Crows|49|Brienne|hunts down a certain Brella|who was one of Sansa’s maids
A Feast For Crows|50|Brienne|heard chanting|voices
A Feast For Crows|51|Illifer|wants to eat|
A Feast For Crows|53|Brienne|is searching for her|sister
A Feast For Crows|53|Brienne|knows no|Sansa Stark
A Feast For Crows|53|Ser Shadrich|seeks for|Sansa Stark
A Feast For Crows|54|Brienne|ordered|goat
A Feast For Crows|54|Hibald|comes from|King's Landing
A Feast For Crows|54|local|true enough|Kingslayer crippled
A Feast For Crows|54|local|chewed off by|direwolf
A Feast For Crows|54|local|nought that's good ever come from|the north
A Feast For Crows|55|Oathkeeper is black and red|Valyrian steel|fit for a hero
A Feast For Crows|56|Brienne|rises|gathers up her things
A Feast For Crows|56|Brienne|donned her boots and hurried to the stables to saddle her bay mare|asking a silent pardon of Ser Creighton and Ser Illifer as she mounted
A Feast For Crows|57|Samwell|was reading about|Others
A Feast For Crows|57|Samwell|saw|mouse
A Feast For Crows|57|Samwell|squash|it
A Feast For Crows|57|Samwell|stiff as a board|after hours in the chair
A Feast For Crows|57|mouse|feasting on|bread crumbs
A Feast For Crows|57|mouse|eating|paper
A Feast For Crows|57|mouse|gnawed|leather covers
A Feast For Crows|57|mouse|eats|books
A Feast For Crows|57|mouse|not quick enough to catch|Samwell
A Feast For Crows|57|mouse|match|Septon Jorquen
A Feast For Crows|57|mouse|gone|half a heartbeat
A Feast For Crows|57|Septon Jorquen|account of|Lord Orbert Caswell
A Feast For Crows|57|annals|every day|his term
A Feast For Crows|57|relieved|squishing|poor little thing
A Feast For Crows|57|nightmares|would have given|Samwell
A Feast For Crows|57|bring|more cheese|next time
A Feast For Crows|58|Samwell Tarly|is on his way to see|Jon Snow
A Feast For Crows|59|Samwell|is a|Slayer
A Feast For Crows|59|Samwell|is the number 1 ox eater in|the Watch
A Feast For Crows|59|Samwell|hates|climbing steps
A Feast For Crows|59|Samwell|gets blisters on|fingers
A Feast For Crows|59|Grenn|is calling Sam|Slayer
A Feast For Crows|59|Jon Snow|"is Lord Commander)
(Grenn"|has a red face
A Feast For Crows|59|Satin|has torn off half|thumbnail
A Feast For Crows|60|Samwell Tarly|is a|knight
A Feast For Crows|63|Samwell Tarlye|is from|Westeros
A Feast For Crows|63|Stannis Baratheon|has a cause|to defend the realm
A Feast For Crows|63|Jon Snow|is a member of|Night's Watch
A Feast For Crows|63|Northmen|have a cause|to win White Harbor
A Feast For Crows|63|Gilly|leaves|beyond the Wall
A Feast For Crows|64|Samwell Tarlye|found mention of|dragonglass
A Feast For Crows|64|The Others|appear during|snowstorms
A Feast For Crows|64|The Others|emerge by|night
A Feast For Crows|64|The Others|ride the corpses of|dead animals
A Feast For Crows|64|The Others|vulnerable to|obsidian
A Feast For Crows|64|The Others|their swords are so cold they|shatter steel
A Feast For Crows|65|Samwell Tarly|works at|archery
A Feast For Crows|65|Samwell Tarly|reads books on|Others
A Feast For Crows|65|Ulmer|teaches|archery
A Feast For Crows|65|Aemon|is a|maester
A Feast For Crows|66|Aemon Targaryen|is the Lord Commander of|Night's Watch
A Feast For Crows|66|Samwell Tarly|will obey|Jon Snow
A Feast For Crows|67|Samwell Tarly|saddles|mare
A Feast For Crows|67|Samwell Tarly|leads|Black Jack Bulwer and dozen seasoned rangers
A Feast For Crows|67|Samwell Tarly|gives|cheese and sausages and hard-cooked eggs
A Feast For Crows|67|Samwell Tarly|rides with|Gilly and child
A Feast For Crows|67|Samwell Tarly|takes|furs
A Feast For Crows|67|Samwell Tarly|has|leather awning
A Feast For Crows|68|Jon Snow|watched|wayns
A Feast For Crows|68|Dolorous Edd|is with|Gilly
A Feast For Crows|68|Craster|is the father of|Gilly
A Feast For Crows|69|She|has more courage than|she knows
A Feast For Crows|70|Arya|is in|galleas
A Feast For Crows|70|Arya|has been captive by|Lem
A Feast For Crows|70|Arya|has been captive by|Anguy
A Feast For Crows|70|Arya|has been captive by|Tom o' Sevens
A Feast For Crows|70|Arya|was on board of|Titan’s Daughter
A Feast For Crows|70|Arya|is the iron coin from|Jaqen H'ghar
A Feast For Crows|70|Arya|is traveling to|Eastwatch -by-the-Sea
A Feast For Crows|70|Arya|wishes for|Needle
A Feast For Crows|70|Arya|is called|Salty
A Feast For Crows|71|Daughter|belongs to|sea
A Feast For Crows|73|Braavos|is a flat city|without walls
A Feast For Crows|74|Arya|sees|Braavos
A Feast For Crows|74|Yorko|rowed them|north of the docks
A Feast For Crows|75|Yorko|pointed Arya|pointing
A Feast For Crows|75|Yorko|is the number 1 producer of|gold
A Feast For Crows|76|Arya|was in|temple
A Feast For Crows|76|marble woman|has tears|in her eyes
A Feast For Crows|76|ebony lion-headed man|seated on|throne
A Feast For Crows|76|warm air|made of rough stone|floor
A Feast For Crows|77|Arya|is a|child
A Feast For Crows|77|Arya|comes from|Saltpans
A Feast For Crows|77|Arya|has a name of|Salty
A Feast For Crows|77|The man in the black robe|is a|priest
A Feast For Crows|77|The girl in the cowled robe|is a|waif
A Feast For Crows|77|The iron coin|is a|object
A Feast For Crows|78|Weasel|is named|Arya
A Feast For Crows|78|Arya|is of|House Stark
A Feast For Crows|78|Arya|is in|House of Black and White
A Feast For Crows|78|Arry|is named|Nan
A Feast For Crows|80|Cersei|needs to return for|that the smallfolk might see her mourn
A Feast For Crows|80|Lord Tywin Lannister's body rests upon a stepped marble bier. A hooded cloak he wears is as white as freshly fallen snow|and the scales of his long hauberk are mother-of-pearl chased with gold. Jaime stands at vigil|his one good hand curled about the hilt of a tall golden greatsword whose point rests on the floor
A Feast For Crows|81|Tommen|smells|death
A Feast For Crows|81|Cersei|smells|death
A Feast For Crows|82|Tywin Lannister|is a|father
A Feast For Crows|82|Lancel|is a|septa
A Feast For Crows|82|Queen Margaery|is married to|Tyrion Lannister
A Feast For Crows|82|Tyrells|are the family of|Ser Gregor Tyrell
A Feast For Crows|84|Tywin|is a|boy
A Feast For Crows|84|Lanna|is a|girl
A Feast For Crows|84|Lady Graceford|gave consent to name it Tywin if it were a boy|or Lanna if it were a girl
A Feast For Crows|85|Garth|serves|Tyrell
A Feast For Crows|85|Garth|served|father
A Feast For Crows|85|Tyrell|assured|Lord Tywin
A Feast For Crows|85|Littlefinger|has a nose for|gold
A Feast For Crows|85|Mace|gaped at|Cersei
A Feast For Crows|85|Cersei|interrupted|Tyrell
A Feast For Crows|85|Margaery|wed to|Tommen
A Feast For Crows|85|autumn air|smelled|sweet
A Feast For Crows|86|Tommen|was happy at the prospect of a ride|and of course Lord Gyles was honored by her invitation...
A Feast For Crows|86|Cersei|"pretended not to notice.)
   (Lord Gyles"|coughed into a square of red silk
A Feast For Crows|87|Garth the Twelfth|is on|coins
A Feast For Crows|90|Ser Kevan|is the uncle of|Cersei
A Feast For Crows|90|Ser Kevan|dripped|wine
A Feast For Crows|90|Cersei|rose from|her seat
A Feast For Crows|91|Tyrell|is a|lord
A Feast For Crows|91|Lord Tyrell|is the castellan for|Casterly Rock
A Feast For Crows|92|Jaime Lannister|wields a sword|golden greatsword
A Feast For Crows|92|Jaime Lannister|is the son of|Tywin Lannister
A Feast For Crows|93|Varys|was always abhorred by|own blood
A Feast For Crows|93|Varys|feared for his life because of|Imp's disappearance
A Feast For Crows|95|Kingsguard|is descended from|princess
A Feast For Crows|96|Longwaters|is the chief|undergaoler
A Feast For Crows|96|Longwaters|has been working in|the dungeons
A Feast For Crows|96|Longwaters|has consulted a leather bound book|and is above the undergaolers
A Feast For Crows|96|Longwaters|wants to question|two turnkeys
A Feast For Crows|97|Jaime Lannister|helped to slay|his father
A Feast For Crows|97|Jaime Lannister|sent men forth to capture|his brother
A Feast For Crows|98|Father of God|is|Lord
A Feast For Crows|98|Sepulchral Gilded Effigies|are|Father of God
A Feast For Crows|98|The Warrior|is|Jaime Lannister
A Feast For Crows|98|Jaime Lannister|is|warrior
A Feast For Crows|98|Lying Whore|is|Cersei Lannister
A Feast For Crows|98|Tyrion Lannister|was|killed
A Feast For Crows|98|Ser Arthur Dayne|said|Blood is the seal of our devotion
A Feast For Crows|99|Jaime Lannister|is in love with|Cersei
A Feast For Crows|99|Jaime Lannister|knows about|Cersei and Robert Baratheon’s relationship
A Feast For Crows|99|Cersei|wants to marry|Jaime Lannister
